Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	EC number	Organism (ID)	Rhea ID	AlphaFoldDB	PDB	BRENDA	BioCyc	PathwayCommons	SABIO-RK	Reactome	PlantReactome	SIGNOR	SignaLink	UniPathway
P05622	reviewed	PGFRB_MOUSE	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	Pdgfrb Pdgfr Pdgfr1	Mus musculus (Mouse)	2.7.10.1	10090	RHEA:10596	P05622;	1AYA;1AYC;	2.7.10.1;				R-MMU-1257604;R-MMU-186763;R-MMU-186797;R-MMU-5673001;R-MMU-6811558;				
P05696	reviewed	KPCA_RAT	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Prkca Pkca	Rattus norvegicus (Rat)	2.7.11.13	10116	RHEA:17989 RHEA:46608	P05696;	1DSY;2NCE;3GPE;3RDJ;3TWY;4L1L;5W4S;	2.7.11.13;				R-RNO-111933;R-RNO-114516;R-RNO-1250196;R-RNO-1433557;R-RNO-1433559;R-RNO-2179392;R-RNO-3000170;R-RNO-399997;R-RNO-416993;R-RNO-4419969;R-RNO-450520;R-RNO-5099900;R-RNO-5218921;R-RNO-5668599;R-RNO-76005;R-RNO-8853659;				
P05708	reviewed	HXK1_RAT	Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A)	Hk1	Rattus norvegicus (Rat)	2.7.1.1	10116	RHEA:22740 RHEA:16125 RHEA:17825 RHEA:11028 RHEA:10948	P05708;	1BG3;	2.7.1.1;			P05708;					UPA00109;UPA00242;
P05771	reviewed	KPCB_HUMAN	Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)	PRKCB PKCB PRKCB1	Homo sapiens (Human)	2.7.11.13	9606	RHEA:17989 RHEA:46608	P05771;	2I0E;	2.7.11.13;		P05771;	P05771;	R-HSA-114516;R-HSA-1169091;R-HSA-416993;R-HSA-418597;R-HSA-4419969;R-HSA-5099900;R-HSA-5218921;R-HSA-5668599;R-HSA-76005;R-HSA-8939246;		P05771;	P05771;	
P05981	reviewed	HEPS_HUMAN	Serine protease hepsin (EC 3.4.21.106) (Transmembrane protease serine 1) [Cleaved into: Serine protease hepsin non-catalytic chain; Serine protease hepsin catalytic chain]	HPN TMPRSS1	Homo sapiens (Human)	3.4.21.106	9606		P05981;	1O5E;1O5F;1P57;1Z8G;3T2N;5CE1;	3.4.21.106;		P05981;		R-HSA-6806942;R-HSA-8852405;		P05981;	P05981;	
P05982	reviewed	NQO1_RAT	NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)	Nqo1 Nmor1	Rattus norvegicus (Rat)	1.6.5.2	10116	RHEA:46160 RHEA:46164 RHEA:61984 RHEA:69695	P05982;	1QRD;	1.6.5.2;				R-RNO-350562;				
P06132	reviewed	DCUP_HUMAN	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	UROD	Homo sapiens (Human)	4.1.1.37	9606	RHEA:19865 RHEA:31239	P06132;	1JPH;1JPI;1JPK;1R3Q;1R3R;1R3S;1R3T;1R3V;1R3W;1R3Y;1URO;2Q6Z;2Q71;3GVQ;3GVR;3GVV;3GVW;3GW0;3GW3;	4.1.1.37;	MetaCyc:HS04993-MONOMER;	P06132;		R-HSA-189451;			P06132;	UPA00251;
P06213	reviewed	INSR_HUMAN	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta]	INSR	Homo sapiens (Human)	2.7.10.1	9606	RHEA:10596	P06213;	1GAG;1I44;1IR3;1IRK;1P14;1RQQ;2AUH;2B4S;2HR7;2MFR;2Z8C;3BU3;3BU5;3BU6;3EKK;3EKN;3ETA;3W11;3W12;3W13;4IBM;4OGA;4XLV;4XSS;4XST;4ZXB;5E1S;5HHW;5J3H;5KQV;5U1M;6HN4;6HN5;6PXV;6PXW;6SOF;6VEP;6VEQ;7BW7;7BW8;7BWA;7KD6;7MQO;7MQR;7MQS;7PG0;7PG2;7PG3;7PG4;7PHT;7QID;7S0Q;7S8V;7U6D;7U6E;7YQ3;7YQ4;7YQ5;7YQ6;8DWN;8GUY;	2.7.10.1;		P06213;	P06213;	R-HSA-6811558;R-HSA-74713;R-HSA-74749;R-HSA-74751;R-HSA-74752;R-HSA-77387;		P06213;	P06213;	
P06239	reviewed	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	2.7.10.2	9606	RHEA:10596	P06239;	1BHF;1BHH;1CWD;1CWE;1FBZ;1H92;1IJR;1KIK;1LCJ;1LCK;1LKK;1LKL;1Q68;1Q69;1QPC;1QPD;1QPE;1QPJ;1X27;2IIM;2OF2;2OF4;2OFU;2OFV;2OG8;2PL0;2ZM1;2ZM4;2ZYB;3AC1;3AC2;3AC3;3AC4;3AC5;3AC8;3ACJ;3ACK;3AD4;3AD5;3AD6;3B2W;3BRH;3BYM;3BYO;3BYS;3BYU;3KMM;3KXZ;3LCK;3MPM;4C3F;4D8K;5MTM;5MTN;6H6A;6PDJ;8X2P;	2.7.10.2;		P06239;		R-HSA-114604;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-164944;R-HSA-167590;R-HSA-202424;R-HSA-202427;R-HSA-202430;R-HSA-202433;R-HSA-210990;R-HSA-2219530;R-HSA-2424491;R-HSA-389356;R-HSA-389357;R-HSA-389359;R-HSA-389513;R-HSA-389948;R-HSA-6811558;R-HSA-9013407;R-HSA-9020558;R-HSA-9670439;R-HSA-9706374;		P06239;	P06239;	
P06241	reviewed	FYN_HUMAN	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	FYN	Homo sapiens (Human)	2.7.10.2	9606	RHEA:10596	P06241;	1A0N;1AOT;1AOU;1AVZ;1AZG;1EFN;1FYN;1G83;1M27;1NYF;1NYG;1SHF;1ZBJ;2DQ7;2MQI;2MRJ;2MRK;3H0F;3H0H;3H0I;3UA6;3UA7;4D8D;4EIK;4U17;4U1P;4ZNX;5ZAU;6EDF;6IPY;6IPZ;7A2J;7A2K;7A2L;7A2M;7A2N;7A2O;7A2P;7A2Q;7A2R;7A2S;7A2T;7A2U;7A2V;7A2W;7A2X;7A2Y;7A2Z;7UD6;	2.7.10.2;		P06241;		R-HSA-114604;R-HSA-1227986;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-164944;R-HSA-202733;R-HSA-2029481;R-HSA-210990;R-HSA-2219530;R-HSA-2424491;R-HSA-2682334;R-HSA-2730905;R-HSA-373753;R-HSA-375165;R-HSA-389356;R-HSA-389357;R-HSA-389359;R-HSA-389513;R-HSA-3928662;R-HSA-3928663;R-HSA-3928664;R-HSA-3928665;R-HSA-399954;R-HSA-399955;R-HSA-399956;R-HSA-418885 [P06241-1];R-HSA-4420097;R-HSA-5621480;R-HSA-5621575;R-HSA-5673001;R-HSA-6811558;R-HSA-75892;R-HSA-8866376;R-HSA-9032500 [P06241-1];R-HSA-9032759 [P06241-1];R-HSA-912631;R-HSA-9664323;R-HSA-9664422;R-HSA-9670439;R-HSA-9680350;R-HSA-9706374;R-HSA-983695;		P06241;	P06241;	
P06276	reviewed	CHLE_HUMAN	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	BCHE CHE1	Homo sapiens (Human)	3.1.1.8	9606	RHEA:21964	P06276;	1P0I;1P0M;1P0P;1P0Q;1XLU;1XLV;1XLW;2J4C;2PM8;2WID;2WIF;2WIG;2WIJ;2WIK;2WIL;2WSL;2XMB;2XMC;2XMD;2XMG;2XQF;2XQG;2XQI;2XQJ;2XQK;2Y1K;3DJY;3DKK;3O9M;4AQD;4AXB;4B0O;4B0P;4BBZ;4BDS;4TPK;4XII;5DYT;5DYW;5DYY;5K5E;5LKR;5NN0;6EMI;6EP4;6EQP;6EQQ;6ESJ;6ESY;6EYF;6EZ2;6F7Q;6I0B;6I0C;6I2T;6QAA;6QAB;6QAC;6QAD;6QAE;6R6V;6R6W;6RUA;6SAM;6T9P;6T9S;6XTA;6ZWI;7AIY;7AMZ;7AWG;7AWH;7AWI;7BGC;7BO3;7BO4;7Q1M;7Q1N;7Q1O;7Q1P;7QBQ;7QBR;7QHD;7QHE;7ZPB;8AI7;8AM1;8AM2;8CGO;	3.1.1.8;		P06276;	P06276;	R-HSA-112311;R-HSA-1483191;R-HSA-422085;R-HSA-9749641;		P06276;	P06276;	
P06280	reviewed	AGAL_HUMAN	Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Galactosylgalactosylglucosylceramidase GLA) (Melibiase) (Agalsidase)	GLA	Homo sapiens (Human)	3.2.1.22	9606	RHEA:21112 RHEA:48020	P06280;	1R46;1R47;3GXN;3GXP;3GXT;3HG2;3HG3;3HG4;3HG5;3LX9;3LXA;3LXB;3LXC;3S5Y;3S5Z;3TV8;4NXS;6IBK;6IBM;6IBR;6IBT;	3.2.1.22;	MetaCyc:HS02389-MONOMER;	P06280;	P06280;	R-HSA-6798695;R-HSA-9840310;		P06280;	P06280;	
P06281	reviewed	RENI1_MOUSE	Renin-1 (EC 3.4.23.15) (Angiotensinogenase) (Kidney renin)	Ren1 Ren Ren-1	Mus musculus (Mouse)	3.4.23.15	10090		P06281;	5MKT;					R-MMU-2022377;				
P06493	reviewed	CDK1_HUMAN	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	CDK1 CDC2 CDC28A CDKN1 P34CDC2	Homo sapiens (Human)	2.7.11.22; 2.7.11.23	9606	RHEA:17989 RHEA:46608 RHEA:10216	P06493;	4Y72;4YC3;4YC6;5HQ0;5LQF;6GU2;6GU3;6GU4;6GU6;6GU7;6TWN;7NJ0;	2.7.11.22;		P06493;		R-HSA-110056;R-HSA-113507;R-HSA-1362300;R-HSA-162658;R-HSA-170145;R-HSA-174048;R-HSA-174184;R-HSA-176408;R-HSA-176412;R-HSA-176417;R-HSA-2299718;R-HSA-2465910;R-HSA-2500257;R-HSA-2514853;R-HSA-2565942;R-HSA-2980767;R-HSA-2995383;R-HSA-3301854;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-4419969;R-HSA-5620912;R-HSA-5687128;R-HSA-5689896;R-HSA-6804114;R-HSA-6804757;R-HSA-68875;R-HSA-69205;R-HSA-69273;R-HSA-69478;R-HSA-75035;R-HSA-8852276;R-HSA-8854518;R-HSA-8878166;R-HSA-9833482;		P06493;	P06493;	
P06494	reviewed	ERBB2_RAT	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Epidermal growth factor receptor-related protein) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (p185erbB2) (p185neu) (CD antigen CD340)	Erbb2 Neu	Rattus norvegicus (Rat)	2.7.10.1	10116	RHEA:10596	P06494;	1IIJ;1N8Y;	2.7.10.1;				R-RNO-1227986;R-RNO-1250196;R-RNO-1257604;R-RNO-1306955;R-RNO-1358803;R-RNO-1963640;R-RNO-1963642;R-RNO-416572;R-RNO-5673001;R-RNO-6785631;R-RNO-6811558;R-RNO-8847993;R-RNO-8863795;R-RNO-9652282;				
P06576	reviewed	ATPB_HUMAN	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)	ATP5F1B ATP5B ATPMB ATPSB	Homo sapiens (Human)	7.1.2.2	9606	RHEA:57720	P06576;	8H9E;8H9I;8H9L;8H9P;8H9S;8H9T;8H9U;8H9V;		MetaCyc:HS03358-MONOMER;	P06576;		R-HSA-1268020;R-HSA-163210;R-HSA-2151201;R-HSA-8949613;		P06576;	P06576;	
P06681	reviewed	CO2_HUMAN	Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment]	C2	Homo sapiens (Human)	3.4.21.43	9606		P06681;	2I6Q;2I6S;2ODP;2ODQ;3ERB;			P06681;	P06681;	R-HSA-166663;R-HSA-174577;R-HSA-977606;		P06681;	P06681;	
P06685	reviewed	AT1A1_RAT	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)	Atp1a1	Rattus norvegicus (Rat)	7.2.2.13	10116	RHEA:18353	P06685;	1MO7;1MO8;				P06685;	R-RNO-5578775;R-RNO-936837;				
P06732	reviewed	KCRM_HUMAN	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK)	CKM CKMM	Homo sapiens (Human)	2.7.3.2	9606	RHEA:17157	P06732;	1I0E;7BF2;	2.7.3.2;	MetaCyc:HS02640-MONOMER;	P06732;	P06732;	R-HSA-71288;		P06732;	P06732;	
P06733	reviewed	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)	ENO1 ENO1L1 MBPB1 MPB1	Homo sapiens (Human)	4.2.1.11	9606	RHEA:10164	P06733;	2PSN;3B97;5JLZ;5LAX;5NI9;5NIG;5OCK;	4.2.1.11;	MetaCyc:ENSG00000074800-MONOMER;	P06733;	P06733;	R-HSA-70171;R-HSA-70263;R-HSA-9636667;		P06733;	P06733;	UPA00109;
P06737	reviewed	PYGL_HUMAN	Glycogen phosphorylase, liver form (EC 2.4.1.1)	PYGL	Homo sapiens (Human)	2.4.1.1	9606	RHEA:41732	P06737;	1EM6;1EXV;1FA9;1FC0;1L5Q;1L5R;1L5S;1L7X;1XOI;2ATI;2QLL;2ZB2;3CEH;3CEJ;3CEM;3DD1;3DDS;3DDW;8EMS;	2.4.1.1;	MetaCyc:HS02099-MONOMER;	P06737;		R-HSA-6798695;R-HSA-70221;		P06737;	P06737;	
P06744	reviewed	G6PI_HUMAN	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	GPI	Homo sapiens (Human)	5.3.1.9	9606	RHEA:11816	P06744;	1IAT;1IRI;1JIQ;1JLH;1NUH;6XUH;6XUI;8BBH;8P2K;	5.3.1.9;	MetaCyc:HS02693-MONOMER;	P06744;	P06744;	R-HSA-5628897;R-HSA-6798695;R-HSA-70171;R-HSA-70263;		P06744;	P06744;	UPA00109;
P06745	reviewed	G6PI_MOUSE	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	Gpi Gpi1	Mus musculus (Mouse)	5.3.1.9	10090	RHEA:11816	P06745;	1U0E;1U0F;1U0G;2CVP;2CXN;2CXO;2CXP;2CXQ;2CXR;2CXS;2CXT;2CXU;	5.3.1.9;			P06745;	R-MMU-5628897;R-MMU-6798695;R-MMU-70171;R-MMU-70263;				UPA00109;
P06746	reviewed	DPOLB_HUMAN	DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18)	POLB	Homo sapiens (Human)	2.7.7.7; 4.2.99.-; 4.2.99.18	9606	RHEA:22508 RHEA:76255 RHEA:66592	P06746;	1BPX;1BPY;1BPZ;1MQ2;1MQ3;1TV9;1TVA;1ZJM;1ZJN;1ZQA;1ZQB;1ZQC;1ZQD;1ZQE;1ZQF;1ZQG;1ZQH;1ZQI;1ZQJ;1ZQK;1ZQL;1ZQM;1ZQN;1ZQO;1ZQP;1ZQQ;1ZQR;1ZQS;1ZQT;2FMP;2FMQ;2FMS;2I9G;2ISO;2ISP;2P66;2PXI;3C2K;3C2L;3C2M;3GDX;3ISB;3ISC;3ISD;3JPN;3JPO;3JPP;3JPQ;3JPR;3JPS;3JPT;3LK9;3MBY;3OGU;3RH4;3RH5;3RH6;3RJE;3RJF;3RJG;3RJH;3RJI;3RJJ;3RJK;3TFR;3TFS;4DO9;4DOA;4DOB;4DOC;4F5N;4F5O;4F5P;4F5Q;4F5R;4GXI;4GXJ;4GXK;4JWM;4JWN;4KLD;4KLE;4KLF;4KLG;4KLH;4KLI;4KLJ;4KLL;4KLM;4KLO;4KLQ;4KLS;4KLT;4KLU;4LVS;4M2Y;4M47;4M9G;4M9H;4M9J;4M9L;4M9N;4MF2;4MF8;4MFA;4MFC;4MFF;4NLK;4NLN;4NLZ;4NM1;4NM2;4NXZ;4NY8;4O5C;4O5E;4O5K;4O9M;4P2H;4PGQ;4PGX;4PGY;4PH5;4PHA;4PHD;4PHE;4PHP;4PPX;4R63;4R64;4R65;4R66;4RPX;4RPY;4RPZ;4RQ0;4RQ1;4RQ2;4RQ3;4RQ4;4RQ5;4RQ6;4RQ7;4RQ8;4RT2;4RT3;4TUP;4TUQ;4TUR;4TUS;4UAW;4UAY;4UAZ;4UB1;4UB2;4UB3;4UB4;4UB5;4UBB;4UBC;4YMM;4YMN;4YMO;4YN4;4Z6C;4Z6D;4Z6E;4Z6F;5BOL;5BOM;5BPC;5DB6;5DB7;5DB8;5DB9;5DBA;5DBB;5DBC;5EOZ;5HHH;5HHI;5J0O;5J0P;5J0Q;5J0R;5J0S;5J0T;5J0U;5J0W;5J0X;5J0Y;5J29;5J2A;5J2B;5J2C;5J2D;5J2E;5J2F;5J2G;5J2H;5J2I;5J2J;5J2K;5TB8;5TB9;5TBA;5TBB;5TBC;5TZV;5U2R;5U2S;5U2T;5U8G;5U8H;5U8I;5U9H;5UGN;5UGO;5UGP;5V1F;5V1G;5V1H;5V1I;5V1J;5V1N;5V1O;5V1P;5V1R;5VEZ;5VRW;5VRX;5VRY;5VRZ;5VS0;5VS1;5VS2;5VS3;5VS4;5WNX;5WNY;5WNZ;5WO0;6BEL;6BEM;6BTE;6BTF;6CLY;6CPQ;6CR3;6CR4;6CR5;6CR6;6CR7;6CR8;6CR9;6CRB;6CRC;6CRH;6CTI;6CTJ;6CTK;6CTL;6CTM;6CTN;6CTO;6CTP;6CTQ;6CTR;6CTT;6CTU;6CTV;6CTW;6CTX;6CU9;6CUA;6CUB;6DIA;6DIC;6E3R;6E3V;6E3W;6E3X;6G2Q;6MR7;6MR8;6N2R;6N2S;6N2T;6NKR;6NKS;6NKT;6NKU;6NKV;6NKW;6NKX;6NKY;6NKZ;6NL0;6PH5;6PH6;6PKZ;6U2O;6U6B;6UOK;6UOL;6UOM;6W2M;7ICE;7ICF;7ICG;7ICH;7ICI;7ICJ;7ICK;7ICL;7ICM;7ICN;7ICO;7ICP;7ICQ;7ICR;7ICS;7ICT;7ICU;7ICV;7K96;7K97;7MZ0;7MZ1;7MZ2;7MZ3;7MZ4;7MZ8;7RBE;7RBF;7RBG;7RBH;7RBI;7RBJ;7RBK;7RBL;7RBM;7RBN;7RBO;7S9J;7S9K;7S9L;7S9M;7S9N;7S9O;7S9P;7S9Q;8ICA;8ICB;8ICC;8ICE;8ICF;8ICG;8ICH;8ICI;8ICJ;8ICK;8ICL;8ICM;8ICN;8ICO;8ICP;8ICQ;8ICR;8ICS;8ICT;8ICU;8ICV;8ICW;8ICX;8ICY;8ICZ;9ICA;9ICB;9ICC;9ICE;9ICF;9ICG;9ICH;9ICI;9ICJ;9ICK;9ICL;9ICM;9ICN;9ICO;9ICP;9ICQ;9ICR;9ICS;9ICT;9ICU;9ICV;9ICW;9ICX;9ICY;	2.7.7.7;4.2.99.B1;		P06746;		R-HSA-110362;R-HSA-110373;R-HSA-110381;R-HSA-5649702;R-HSA-5651801;R-HSA-5689880;R-HSA-73930;		P06746;	P06746;	
P06762	reviewed	HMOX1_RAT	Heme oxygenase 1 (HO-1) (EC 1.14.14.18) (HSP32) [Cleaved into: Heme oxygenase 1 soluble form]	Hmox1	Rattus norvegicus (Rat)	1.14.14.18	10116	RHEA:21764	P06762;	1DVE;1DVG;1IRM;1IVJ;1IX3;1IX4;1J02;1J2C;1UBB;1ULX;1VGI;2DY5;2E7E;2ZVU;3I9T;3I9U;3WKT;4G7L;4G7P;4G7T;4G7U;4G8P;4G8U;4G8W;4G98;4G99;4MEC;6J79;6J7A;6J7I;	1.14.14.18;1.3.1.24;			P06762;	R-RNO-189483;R-RNO-917937;R-RNO-9609523;R-RNO-9707564;R-RNO-9707587;				
P06766	reviewed	DPOLB_RAT	DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18)	Polb	Rattus norvegicus (Rat)	2.7.7.7; 4.2.99.-; 4.2.99.18	10116	RHEA:22508 RHEA:76255 RHEA:66592	P06766;	1BNO;1BNP;1BPB;1BPD;1BPE;1DK2;1DK3;1HUO;1HUZ;1JN3;1NOM;1RPL;1ZQU;1ZQV;1ZQW;1ZQX;1ZQY;1ZQZ;2BPC;2BPF;2BPG;2VAN;3K75;3LQC;3UXN;3UXO;3UXP;3V72;3V7J;3V7K;3V7L;					R-RNO-110362;R-RNO-110373;R-RNO-110381;R-RNO-5649702;R-RNO-5651801;R-RNO-5689880;R-RNO-73930;				
P06802	reviewed	ENPP1_MOUSE	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Lymphocyte antigen 41) (Ly-41) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form] [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	Enpp1 Npps Pc1 Pdnp1	Mus musculus (Mouse)	3.1.4.1; 3.6.1.9	10090	RHEA:23996 RHEA:14245 RHEA:29395 RHEA:29391 RHEA:27762 RHEA:58808 RHEA:32039 RHEA:25277	P06802;	4B56;4GTW;4GTX;4GTY;4GTZ;6AEK;6AEL;6XKD;	3.1.4.1;3.6.1.9;			P06802;	R-MMU-196843;				
P06858	reviewed	LIPL_HUMAN	Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32)	LPL LIPD	Homo sapiens (Human)	3.1.1.32; 3.1.1.34	9606	RHEA:12044 RHEA:18689 RHEA:38575 RHEA:38699 RHEA:40475 RHEA:41384	P06858;	6E7K;6OAU;6OAZ;6OB0;6WN4;	3.1.1.34;		P06858;		R-HSA-381340;R-HSA-8963889;R-HSA-8963901;R-HSA-975634;		P06858;	P06858;	
P06865	reviewed	HEXA_HUMAN	Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)	HEXA	Homo sapiens (Human)	3.2.1.52	9606	RHEA:48276 RHEA:47940 RHEA:47968 RHEA:64372 RHEA:64384	P06865;	2GJX;2GK1;	3.2.1.169;	MetaCyc:ENSG00000140495-MONOMER;	P06865;	P06865;	R-HSA-2022857;R-HSA-2024101;R-HSA-2160916;R-HSA-3656234;R-HSA-9840310;			P06865;	
P06869	reviewed	UROK_MOUSE	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Plau	Mus musculus (Mouse)	3.4.21.73	10090		P06869;	3LAQ;5LHN;5LHP;5LHQ;5LHR;5LHS;6A8G;6A8N;					R-MMU-6798695;R-MMU-75205;				
P06870	reviewed	KLK1_HUMAN	Kallikrein-1 (EC 3.4.21.35) (Kidney/pancreas/salivary gland kallikrein) (Tissue kallikrein)	KLK1	Homo sapiens (Human)	3.4.21.35	9606		P06870;	1SPJ;	3.4.21.35;		P06870;		R-HSA-381426;			P06870;	
P07098	reviewed	LIPF_HUMAN	Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)	LIPF	Homo sapiens (Human)	3.1.1.3	9606	RHEA:12044 RHEA:39931 RHEA:40047	P07098;	1HLG;			P07098;		R-HSA-192456;			P07098;	
P07101	reviewed	TY3H_HUMAN	Tyrosine 3-monooxygenase (EC 1.14.16.2) (Tyrosine 3-hydroxylase) (TH)	TH TYH	Homo sapiens (Human)	1.14.16.2	9606	RHEA:18201	P07101;	2XSN;4J6S;6ZN2;6ZVP;6ZZU;7A2G;7PIM;	1.14.16.2;		P07101;	P07101;	R-HSA-209905;		P07101;	P07101;	UPA00747;
P07147	reviewed	TYRP1_MOUSE	5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Brown locus protein) (Catalase B) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)	Tyrp1 Tyrp-1	Mus musculus (Mouse)	1.14.18.-	10090	RHEA:68388	P07147;	6MP0;6MP1;		MetaCyc:MONOMER-15620;			R-MMU-5662702;				UPA00785;
P07195	reviewed	LDHB_HUMAN	L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H) (Renal carcinoma antigen NY-REN-46)	LDHB	Homo sapiens (Human)	1.1.1.27	9606	RHEA:23444	P07195;	1I0Z;1T2F;7DBJ;7DBK;	1.1.1.27;		P07195;	P07195;	R-HSA-70268;		P07195;	P07195;	UPA00554;
P07203	reviewed	GPX1_HUMAN	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase) (Phospholipid-hydroperoxide glutathione peroxidase GPX1) (EC 1.11.1.12)	GPX1	Homo sapiens (Human)	1.11.1.12; 1.11.1.9	9606	RHEA:16833 RHEA:19057 RHEA:69412 RHEA:69651 RHEA:48888 RHEA:76687 RHEA:48620 RHEA:50708 RHEA:76691 RHEA:76695 RHEA:76699 RHEA:76703 RHEA:76707 RHEA:76711 RHEA:76715		2F8A;	1.11.1.9;	MetaCyc:HS00019-MONOMER;	P07203;		R-HSA-2142688;R-HSA-2142712;R-HSA-2142770;R-HSA-3299685;		P07203;	P07203;	
